Media,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
@nytimes,"By the Book: If you want a book to better understand America, Andre Dubus III, the author of “Gone So Long,” says,… https://t.co/m196cMr18r",Thu Oct 04 14:45:08 +0000 2018,0.4939,0.174,0.0,0.826,6
@nytimes,"RT @ScottShaneNYT: 3/ And according to the estimable @DarrenLinvill of Clemson University, it was then retweeted by 26 other Russian accoun…",Thu Oct 04 14:34:27 +0000 2018,0.0,0.0,0.0,1.0,7
@nytimes,"RT @ScottShaneNYT: 2/ Turns out that on December 19, 2016, the day the Electoral College confirmed Trump's victory, one of the Internet Res…",Thu Oct 04 14:34:10 +0000 2018,0.0,0.0,0.0,1.0,8
@nytimes,RT @ScottShaneNYT: 1/ Here's a remarkable update to the reconstruction of the Russian 2016 election attack I wrote with @MarkMazzettiNYT tw…,Thu Oct 04 14:33:50 +0000 2018,0.128,0.152,0.131,0.717,9
@nytimes,"Breaking News: Russian officers launched cyberattacks on inquiries into Russian doping, an ex-spy’s poisoning and t… https://t.co/SlJLclQyXO",Thu Oct 04 14:31:06 +0000 2018,-0.5106,0.074,0.187,0.739,10
@nytimes,"In a video, Emmanuel Macron was seen as lecturing an out-of-work gardener to look harder for a job. ""If I crossed t… https://t.co/AENktC7iSM",Thu Oct 04 14:30:13 +0000 2018,0.0,0.0,0.0,1.0,11
@nytimes,"RT @MarkLandler: Tensions with China are about to get worse: Mike Pence to deliver a blistering assault on Chinese aggression, predatory lo…",Thu Oct 04 14:15:07 +0000 2018,-0.8957,0.0,0.41,0.59,12
@nytimes,"RT @mikiebarb: On today’s Daily: the meaning and scope of the FBI investigation into Kavanaugh, which Senators will review this morning — a…",Thu Oct 04 14:00:10 +0000 2018,0.0,0.0,0.0,1.0,13
@nytimes,Jimmy Kimmel's show paused multiple times as an alarm blared and faux presidential alerts flashed across the screen… https://t.co/Ioxsw7BWje,Thu Oct 04 13:44:02 +0000 2018,-0.34,0.0,0.118,0.882,14
@nytimes,"""Too often, when 'alternative medicine' is used instead of standard medical treatments, it delays the use of remedi… https://t.co/t8xD9NeSzW",Thu Oct 04 13:30:16 +0000 2018,0.0,0.0,0.0,1.0,15
@nytimes,"The most famous faces of the ’90s returned to the runways, bike shorts are here to stay — and the beach was every d… https://t.co/TwGULOxKmp",Thu Oct 04 13:22:05 +0000 2018,0.0,0.0,0.0,1.0,16
@nytimes,"Trump has insisted that his father provided almost no financial help.

Our investigation, based on a trove of tax r… https://t.co/c2h6iiHS5a",Thu Oct 04 13:14:43 +0000 2018,0.1354,0.109,0.085,0.806,17
@nytimes,"On Wednesday, some Senate Republicans were stepping up their efforts to challenge the credibility of Dr. Christine… https://t.co/JT61eZgxG7",Thu Oct 04 13:11:03 +0000 2018,0.0772,0.071,0.0,0.929,18
@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/v1iATGfjEm,Thu Oct 04 13:00:09 +0000 2018,0.0,0.0,0.0,1.0,19
@nytimes,"RT @stavernise: The last time half of eligible voters showed up in a midterm was 1914. Here is why.
https://t.co/8iYE3r1ix6",Thu Oct 04 12:44:02 +0000 2018,0.0,0.0,0.0,1.0,20
@nytimes,"NBC gave Michael Schur total freedom. So the TV impresario made ""The Good Place,"" a sitcom that's also a profound w… https://t.co/aPANEleDon",Thu Oct 04 16:02:13 +0000 2018,0.7964,0.283,0.0,0.717,21
@nytimes,"Barnes &amp; Noble announced that is considering putting itself up for sale, again. Shareholders are delighted but find… https://t.co/V90Zo8cfq7",Thu Oct 04 15:55:03 +0000 2018,0.4854,0.196,0.0,0.804,22
@nytimes,"RT @panphil: “It’s difficult to explain what Q means exactly,” says one teahouse manager. But ⁦@amyyqin⁩ explains it in all its delicious g…",Thu Oct 04 15:25:05 +0000 2018,0.6486,0.188,0.065,0.746,23
@nytimes,"As senators read FBI interview transcripts, the White House is confident that the new background check on Judge Bre… https://t.co/BZBegmkDQD",Thu Oct 04 15:10:07 +0000 2018,0.4939,0.144,0.0,0.856,24
@nytimes,RT @nytgraphics: A map of where China’s retaliatory tariffs threaten American jobs looks a lot like one that shows where voters backed Pres…,Thu Oct 04 15:00:13 +0000 2018,-0.0,0.149,0.107,0.744,25
@nytimes,"By the Book: If you want a book to better understand America, Andre Dubus III, the author of “Gone So Long,” says,… https://t.co/m196cMr18r",Thu Oct 04 14:45:08 +0000 2018,0.4939,0.174,0.0,0.826,26
@nytimes,"RT @ScottShaneNYT: 3/ And according to the estimable @DarrenLinvill of Clemson University, it was then retweeted by 26 other Russian accoun…",Thu Oct 04 14:34:27 +0000 2018,0.0,0.0,0.0,1.0,27
@nytimes,"RT @ScottShaneNYT: 2/ Turns out that on December 19, 2016, the day the Electoral College confirmed Trump's victory, one of the Internet Res…",Thu Oct 04 14:34:10 +0000 2018,0.0,0.0,0.0,1.0,28
@nytimes,RT @ScottShaneNYT: 1/ Here's a remarkable update to the reconstruction of the Russian 2016 election attack I wrote with @MarkMazzettiNYT tw…,Thu Oct 04 14:33:50 +0000 2018,0.128,0.152,0.131,0.717,29
@nytimes,"Breaking News: Russian officers launched cyberattacks on inquiries into Russian doping, an ex-spy’s poisoning and t… https://t.co/SlJLclQyXO",Thu Oct 04 14:31:06 +0000 2018,-0.5106,0.074,0.187,0.739,30
@nytimes,"In a video, Emmanuel Macron was seen as lecturing an out-of-work gardener to look harder for a job. ""If I crossed t… https://t.co/AENktC7iSM",Thu Oct 04 14:30:13 +0000 2018,0.0,0.0,0.0,1.0,31
@nytimes,"RT @MarkLandler: Tensions with China are about to get worse: Mike Pence to deliver a blistering assault on Chinese aggression, predatory lo…",Thu Oct 04 14:15:07 +0000 2018,-0.8957,0.0,0.41,0.59,32
@nytimes,"RT @mikiebarb: On today’s Daily: the meaning and scope of the FBI investigation into Kavanaugh, which Senators will review this morning — a…",Thu Oct 04 14:00:10 +0000 2018,0.0,0.0,0.0,1.0,33
@nytimes,Jimmy Kimmel's show paused multiple times as an alarm blared and faux presidential alerts flashed across the screen… https://t.co/Ioxsw7BWje,Thu Oct 04 13:44:02 +0000 2018,-0.34,0.0,0.118,0.882,34
@nytimes,"""Too often, when 'alternative medicine' is used instead of standard medical treatments, it delays the use of remedi… https://t.co/t8xD9NeSzW",Thu Oct 04 13:30:16 +0000 2018,0.0,0.0,0.0,1.0,35
@nytimes,"The most famous faces of the ’90s returned to the runways, bike shorts are here to stay — and the beach was every d… https://t.co/TwGULOxKmp",Thu Oct 04 13:22:05 +0000 2018,0.0,0.0,0.0,1.0,36
@nytimes,"Trump has insisted that his father provided almost no financial help.

Our investigation, based on a trove of tax r… https://t.co/c2h6iiHS5a",Thu Oct 04 13:14:43 +0000 2018,0.1354,0.109,0.085,0.806,37
@nytimes,"On Wednesday, some Senate Republicans were stepping up their efforts to challenge the credibility of Dr. Christine… https://t.co/JT61eZgxG7",Thu Oct 04 13:11:03 +0000 2018,0.0772,0.071,0.0,0.929,38
@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/v1iATGfjEm,Thu Oct 04 13:00:09 +0000 2018,0.0,0.0,0.0,1.0,39
@nytimes,"RT @stavernise: The last time half of eligible voters showed up in a midterm was 1914. Here is why.
https://t.co/8iYE3r1ix6",Thu Oct 04 12:44:02 +0000 2018,0.0,0.0,0.0,1.0,40
@nytimes,"A white mob rampaged through a wealthy black business district in Tulsa in 1921, in a spate of violence that left u… https://t.co/IBegxKtnbQ",Thu Oct 04 12:30:04 +0000 2018,-0.3818,0.102,0.167,0.732,41
@nytimes,"RT @hkbeech: In Petobo, the earth churned as in a blender and people rode their houses like boats https://t.co/rRHuCo5cBT",Thu Oct 04 12:15:06 +0000 2018,0.3612,0.128,0.0,0.872,42
@nytimes,"Your daily @DealBook Briefing:

• eBay accuses Amazon of illegally trying to steal sellers

• How China is said to… https://t.co/6W1ukC1jzu",Thu Oct 04 12:05:04 +0000 2018,-0.5994,0.073,0.24,0.687,43
@nytimes,A small army of African-American women across the South is using networks originally forged in segregation to muste… https://t.co/HlRkw2AUlY,Thu Oct 04 11:46:04 +0000 2018,0.0,0.0,0.0,1.0,44
@nytimes,"""The president insulted our country, our prime minister and even our chief negotiator,"" a former Canadian ambassado… https://t.co/3wH4kdBBZU",Thu Oct 04 11:30:05 +0000 2018,-0.5106,0.0,0.171,0.829,45
@nytimes,Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/wDdPiUQy1O,Thu Oct 04 11:15:06 +0000 2018,0.0,0.0,0.0,1.0,46
@nytimes,The FBI's Kavanaugh investigation https://t.co/PkMSt3SO8u https://t.co/lq5f0oXYZl,Thu Oct 04 11:00:14 +0000 2018,0.0,0.0,0.0,1.0,47
@nytimes,"A statement issued by the White House around 2:30 a.m. ET said the FBI had completed its work. ""With this additiona… https://t.co/ySDOx4tuLi",Thu Oct 04 10:45:08 +0000 2018,0.0,0.0,0.0,1.0,48
@nytimes,Theresa May promised an end to the program of austerity measures that contributed to the surprise loss of the Conse… https://t.co/fexRSsx3sA,Thu Oct 04 10:30:06 +0000 2018,0.3182,0.185,0.092,0.723,49
@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cWQiBqFbJi,Thu Oct 04 10:20:08 +0000 2018,0.0,0.0,0.0,1.0,50
@nytimes,"Q texture is to Taiwanese what umami is to Japanese and al dente is to Italians — that is, cherished and essential https://t.co/JJFACs3DyG",Thu Oct 04 10:10:06 +0000 2018,0.5106,0.142,0.0,0.858,51
@nytimes,"Nobody lives in this penthouse apartment, but you may have seen it in your Instagram feed https://t.co/DAhLgsCIYW",Thu Oct 04 09:59:55 +0000 2018,0.0,0.0,0.0,1.0,52
@nytimes,RT @nytimesworld: Pope Francis says he wants to hear the doubts and criticisms of youth at a new Synod of Bishops. But critics say he has n…,Thu Oct 04 09:31:02 +0000 2018,-0.5927,0.0,0.203,0.797,53
@nytimes,"This bottle of whisky is ""one of the rarest and most desirable bottles ever produced,"" according to a specialist. I… https://t.co/xfyBlHuAow",Thu Oct 04 09:15:04 +0000 2018,0.3804,0.12,0.0,0.88,54
@nytimes,"Alberto Fujimori, the former Peruvian dictator imprisoned for human rights abuses but then pardoned last year, was… https://t.co/G6rPGPLXrP",Thu Oct 04 09:00:09 +0000 2018,-0.2382,0.109,0.199,0.693,55
@nytimes,Iraq's new leaders suggest that the nation could finally be edging away from the sect- and party-based system that… https://t.co/SoBhcCpu64,Thu Oct 04 08:45:03 +0000 2018,0.0,0.0,0.0,1.0,56
@nytimes,2 Democratic senators are calling on federal regulators to investigate whether children’s apps improperly collect p… https://t.co/ejbthemQWG,Thu Oct 04 08:30:02 +0000 2018,0.0,0.0,0.0,1.0,57
@nytimes,President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/4SRFVI5OHU,Thu Oct 04 08:15:06 +0000 2018,0.0,0.0,0.0,1.0,58
@nytimes,"After 3 months on the run, a notorious French armed robber who made a cinematic escape by helicopter from a prison… https://t.co/tTrhurtSJd",Thu Oct 04 08:00:13 +0000 2018,-0.7003,0.073,0.28,0.647,59
@nytimes,"In an opinion piece in The Washington Post, written as a letter to Dr. Blasey Ford, Connie Chung said that she was… https://t.co/gWxpCHCoSn",Thu Oct 04 07:45:07 +0000 2018,0.0,0.0,0.0,1.0,60
@nytimes,"“Stripping her of her honorary citizenship may not make a tangible difference to her, but it sends an important sym… https://t.co/WYnX7vVzyF",Thu Oct 04 07:30:05 +0000 2018,0.4404,0.178,0.0,0.822,61
@nytimes,RT @peterbakernyt: White House transmits FBI interviews to the Senate in the middle of the night and expresses confidence that nothing in t…,Thu Oct 04 07:16:14 +0000 2018,0.5106,0.13,0.0,0.87,62
@nytimes,A small lander from Japan's Hayabusa2 spacecraft has touched down on the Ryugu asteroid and it's starting to send b… https://t.co/YKnCQwWSZb,Thu Oct 04 07:15:04 +0000 2018,0.0,0.0,0.0,1.0,63
@nytimes,A statement issued by the White House around 2:30 a.m. ET said the FBI had completed its work. “With this additiona… https://t.co/4fgITDQ77q,Thu Oct 04 07:06:20 +0000 2018,0.0,0.0,0.0,1.0,64
@nytimes,"Melania Trump, the first lady who is known to shy away from the spotlight, embarked on her first major solo interna… https://t.co/4jo4NrRpDx",Thu Oct 04 07:00:08 +0000 2018,-0.25,0.0,0.087,0.913,65
@nytimes,RT @meslackman: Raw sewage leaking into tents where children sleep. Moldy food. No hope. This is how Europe is caring for thousands who fle…,Thu Oct 04 06:45:04 +0000 2018,0.5994,0.208,0.075,0.717,66
@nytimes,"China clearly would like to send a signal to rural American voters. Retaliatory tariffs — on things like whiskey, p… https://t.co/DjBoKtRiWy",Thu Oct 04 06:30:13 +0000 2018,0.7717,0.325,0.0,0.675,67
@nytimes,A federal judge blocked the Trump administration from ending special protections for immigrants from 4 countries de… https://t.co/MfTwiQJbTS,Thu Oct 04 06:18:35 +0000 2018,0.1531,0.144,0.112,0.745,68
@nytimes,Are bar fights a rite of passage? The Kavanaugh nomination has sparked an odd debate on social media. “It is sad th… https://t.co/uDPnzdziqR,Thu Oct 04 06:15:03 +0000 2018,-0.7964,0.0,0.299,0.701,69
@nytimes,The earthquake in Indonesia turned the ground into jelly in a deadly churn that eradicated landmarks and sent build… https://t.co/xz0tsLnal8,Thu Oct 04 06:06:04 +0000 2018,0.0,0.0,0.0,1.0,70
@nytimes,"RT @gabrieldance: Four ways Fred Trump made his children very, very rich: A brief thread. 1/5

https://t.co/cASblRNDAH",Thu Oct 04 06:00:04 +0000 2018,0.6335,0.218,0.0,0.782,71
@nytimes,"To some, Prospector Pete is an innocuous icon of the rugged 49ers who came to California looking for gold. For othe… https://t.co/MgL9UG7vBz",Thu Oct 04 05:45:03 +0000 2018,0.0,0.0,0.0,1.0,72
@nytimes,"For 18 years, tampons and pads were considered “luxury” goods and taxed as such in Australia. Now they are finally… https://t.co/MaAvK4OEYm",Thu Oct 04 05:30:04 +0000 2018,0.0,0.0,0.0,1.0,73
@nytimes,"When the New York Times photographer @adamjdean arrived in Palu, Indonesia, he found death and devastation at every… https://t.co/T1SQil6aBh",Thu Oct 04 05:22:06 +0000 2018,-0.7717,0.0,0.283,0.717,74
@nytimes,"For 7 months, a Syrian refugee has been posting to social media about his life stranded at a Malaysian airport. Thi… https://t.co/IDNhAtFLCY",Thu Oct 04 05:15:02 +0000 2018,0.0,0.0,0.0,1.0,75
@nytimes,Melania Trump looked more comfortable meeting with local leaders on the coast of Ghana than she has perhaps ever lo… https://t.co/8e1SY5SzaX,Thu Oct 04 05:02:07 +0000 2018,0.5563,0.152,0.0,0.848,76
@nytimes,7 law enforcement officers were shot — at least one fatally — in an extraordinary barrage of firepower after the au… https://t.co/Xh0hmeHcka,Thu Oct 04 04:47:04 +0000 2018,-0.6369,0.0,0.189,0.811,77
@nytimes,"Even Senator Lindsey Graham, Judge Kavanaugh’s most outspoken supporter, called President Trump’s attack on Dr. Chr… https://t.co/Nfs3xVcY5t",Thu Oct 04 04:32:05 +0000 2018,-0.1832,0.116,0.151,0.732,78
@nytimes,"RT @nytopinion: Judicial temperament is one of the most important qualities of a judge, write more than 650 law professors (and counting),…",Thu Oct 04 04:17:03 +0000 2018,0.2716,0.095,0.0,0.905,79
@nytimes,The cracks in African elephants’ skin help them keep cool and stay healthy. A new explanation for how those cracks… https://t.co/54DUHTisTd,Thu Oct 04 04:02:02 +0000 2018,0.7717,0.312,0.0,0.688,80
@nytimes,"Researchers at Johns Hopkins University have recommended that psilocybin, the compound found in hallucinogenic mush… https://t.co/KGCIP1I473",Thu Oct 04 03:47:03 +0000 2018,0.2023,0.107,0.0,0.893,81
@nytimes,Bring on the Red Sox. The Yankees beat the Athletics to advance to the next round of the playoffs. https://t.co/M5URwnDvQO,Thu Oct 04 03:40:05 +0000 2018,0.0,0.0,0.0,1.0,82
@nytimes,RT @NYTSports: Get ready for Yankees-Red Sox in the next round. The Yankees polished off the A's with a 7-2 wild-card win to advance to the…,Thu Oct 04 03:37:23 +0000 2018,0.743,0.215,0.0,0.785,83
@nytimes,"The 19 fall cookbooks @NYTFood is most excited about 
https://t.co/oPsV9tyMy6",Thu Oct 04 03:32:05 +0000 2018,0.4005,0.23,0.0,0.77,84
@nytimes,"RT @TylerKepner: The last time the Yankees played the Red Sox in the postseason, Gleyber Torres was 7 years old.",Thu Oct 04 03:30:13 +0000 2018,0.34,0.118,0.0,0.882,85
@nytimes,"RT @kchangnyt: A new solar system discovery points to a ninth planet. (No, not Pluto). https://t.co/8JwBYSabzk",Thu Oct 04 03:17:00 +0000 2018,0.0,0.0,0.0,1.0,86
@nytimes,The FBI arrested a man suspected of sending envelopes thought to contain the deadly poison ricin to the Pentagon. T… https://t.co/ItOfxjnp8t,Thu Oct 04 03:02:05 +0000 2018,-0.8176,0.0,0.333,0.667,87
@nytimes,Americans used to vote at much higher rates — sometimes above 80%. Why did that change? https://t.co/EY2Qnr90zx,Thu Oct 04 02:47:02 +0000 2018,0.0,0.0,0.0,1.0,88
@nytimes,"RT @alanblinder: Seven law enforcement officers were shot, at least one fatally, on Wednesday in South Carolina. A top lawmaker says the su…",Thu Oct 04 02:41:56 +0000 2018,-0.5267,0.069,0.162,0.769,89
@nytimes,Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they cou… https://t.co/geHDOt0WDK,Thu Oct 04 02:32:05 +0000 2018,0.6369,0.224,0.0,0.776,90
@nytimes,RT @GlennThrush: The top federal official responsible for enforcing fair lending laws has a 14-year history of racially charged comments ab…,Thu Oct 04 02:22:05 +0000 2018,0.5574,0.264,0.074,0.661,91
@nytimes,"Teachers are suing Navient, saying the student loan servicer fouled up their attempts to get into a loan forgivenes… https://t.co/PyOpETqtp9",Thu Oct 04 02:12:03 +0000 2018,-0.2732,0.0,0.104,0.896,92
@nytimes,"“I, too, was sexually assaulted”: Connie Chung, the veteran TV news anchor, voiced her support for Dr. Christine Bl… https://t.co/uQaZjJb2yc",Thu Oct 04 02:02:03 +0000 2018,0.4019,0.124,0.0,0.876,93
@nytimes,"This is the story of an elephant named Happy, who has been living alone at the zoo for the past 12 years. Now a new… https://t.co/iBUZ4yUOQh",Thu Oct 04 01:47:05 +0000 2018,0.4019,0.129,0.07,0.801,94
@nytimes,"The NYT movie review of ""A Star Is Born"" https://t.co/yHKwQmMI0t",Thu Oct 04 01:36:04 +0000 2018,0.0,0.0,0.0,1.0,95
@nytimes,"RT @adamjdean: Buildings destroyed by the earthquake in the Balaroa neighbourhood of #palu, Indonesia. More pics online: https://t.co/4gHgT…",Thu Oct 04 01:27:35 +0000 2018,-0.4939,0.0,0.158,0.842,96
@nytimes,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/z8lYREKk4h,Thu Oct 04 01:26:00 +0000 2018,0.0,0.0,0.0,1.0,97
@nytimes,In our On Politics newsletter: The most out-there theories of 2018; texting about our new texting project; and a ru… https://t.co/wXnAEtXp6r,Thu Oct 04 01:22:03 +0000 2018,0.0,0.0,0.0,1.0,98
@nytimes,RT @jmartNYT: Cruzmentum: New GOP track has @tedcruz pulling into eight-point lead after Kavanaugh hearings and sustained attacks on @BetoO…,Thu Oct 04 01:11:02 +0000 2018,-0.4404,0.0,0.132,0.868,99
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/1ylPGJSwi1,Thu Oct 04 01:01:06 +0000 2018,0.0,0.0,0.0,1.0,100
